评论ID,用户ID,评论内容,时间,日期,平台,点赞数,评论数,转发数
comment_004694,user_00655,会员服务很开心，五星好评！,2025-02-07 14:22:36,2025-02-07,百度贴吧,333,60,11
comment_004157,user_00724,这个角色扮演游戏平平，玩了但没上瘾。,2025-02-07 16:00:31,2025-02-07,百度贴吧,291,27,44
comment_003816,user_00798,新的充电宝普通，能用但不算好。,2025-02-07 17:57:26,2025-02-07,爱奇艺,486,34,140
comment_000442,user_00796,退休了很糟糕，浪费时间。,2025-02-07 19:00:20,2025-02-07,映客,100,12,32
comment_003347,user_00479,索尼的服务很精彩，很满意。,2025-02-07 22:23:35,2025-02-07,抖音,471,63,96
comment_005447,user_00217,这支乐队很开心，表现出色！,2025-02-07 22:26:03,2025-02-07,西瓜视频,378,46,111
comment_002350,user_00860,这个APP一般化，能用但有缺陷。,2025-02-07 22:57:21,2025-02-07,映客,306,46,96
comment_004801,user_00625,今天的中餐很失望，不推荐。,2025-02-08 01:25:16,2025-02-08,B站,98,46,4
comment_004238,user_00310,今天的西餐太棒了，推荐大家尝试。,2025-02-08 02:01:22,2025-02-08,火山小视频,463,57,3
comment_005849,user_00336,这个导演太很出色了，支持！,2025-02-08 03:33:28,2025-02-08,美拍,146,19,13
comment_003128,user_00477,终于去了新地方了，结果很失望！,2025-02-08 03:37:25,2025-02-08,抖音,46,23,11
comment_001726,user_00166,客服服务很不爽，一星差评！,2025-02-08 05:39:44,2025-02-08,小红书,64,26,12
comment_004214,user_00423,这部音乐片寻常，没什么印象。,2025-02-08 05:58:34,2025-02-08,映客,248,69,0
comment_000935,user_00124,这个讨论平平，没什么特别的。,2025-02-08 06:04:33,2025-02-08,美拍,426,29,31
comment_005715,user_00589,这部动画片很满意，看得很开心。,2025-02-08 06:37:36,2025-02-08,秒拍,503,116,108
comment_001611,user_00990,这部冒险片没什么特别，没什么印象。,2025-02-08 06:54:49,2025-02-08,小咖秀,243,38,39
comment_001883,user_00741,新的电子书很失望，性价比很低。,2025-02-08 07:13:16,2025-02-08,豆瓣,29,9,3
comment_004782,user_00243,这款网游很开心，玩得很尽兴。,2025-02-08 08:51:29,2025-02-08,爱奇艺,159,44,28
comment_000951,user_00078,这个医生太很给力了，支持！,2025-02-08 10:52:15,2025-02-08,微博,476,232,133
comment_000646,user_00592,这个动作游戏没什么特别，玩了但没上瘾。,2025-02-08 11:36:49,2025-02-08,知乎,446,53,93
comment_005953,user_00071,会员服务很糟糕，一星差评！,2025-02-08 13:27:03,2025-02-08,小红书,66,10,7
comment_000390,user_00410,这个客服组普通，表现平平。,2025-02-08 13:38:44,2025-02-08,微博,387,12,4
comment_001604,user_00011,今天学了新技能，很糟，很失望。,2025-02-08 14:51:13,2025-02-08,快手,52,9,11
comment_004103,user_00908,这个养成游戏很糟糕，玩得很生气。,2025-02-08 17:08:56,2025-02-08,微信,84,13,20
comment_000407,user_00623,终于加薪了了，很赞！,2025-02-08 22:43:13,2025-02-08,小咖秀,305,69,60
comment_004404,user_00499,礼包很精彩，收到很开心。,2025-02-09 00:25:03,2025-02-09,百度贴吧,398,70,80
comment_002951,user_00971,这个组合很给力，单曲循环了。,2025-02-09 01:20:49,2025-02-09,B站,900,388,40
comment_000002,user_00918,这本教育书中规中矩，可读可不读。,2025-02-09 02:02:52,2025-02-09,B站,381,7,102
comment_004391,user_00766,新的相机寻常，能用但不算好。,2025-02-09 02:13:00,2025-02-09,B站,360,21,81
comment_004769,user_00281,腾讯的服务很精彩，很满意。,2025-02-09 09:19:49,2025-02-09,美拍,701,266,189
comment_002089,user_00855,这个健身房很惊艳，下次还要来。,2025-02-09 10:18:37,2025-02-09,小咖秀,657,44,116
comment_004011,user_00664,今天的西餐没什么特别，没什么亮点。,2025-02-09 10:31:39,2025-02-09,优酷,109,47,22
comment_000428,user_00806,今天天气很生气，影响了计划。,2025-02-09 14:47:19,2025-02-09,快手,26,13,6
comment_001545,user_00484,今天的中餐一般般，没什么亮点。,2025-02-09 15:13:46,2025-02-09,抖音,465,137,2
comment_005300,user_00540,这个APP一般，能用但有缺陷。,2025-02-09 17:55:12,2025-02-09,百度贴吧,452,19,77
comment_005006,user_00945,这个养成游戏很惊艳，玩得很尽兴。,2025-02-09 23:37:32,2025-02-09,微信,398,178,9
comment_004520,user_00304,节日礼物很糟，收到很不开心。,2025-02-09 23:43:12,2025-02-09,小红书,51,21,3
comment_002328,user_00685,这个兼容性很满意，解决了我的问题。,2025-02-10 00:54:07,2025-02-10,抖音,295,67,41
comment_001000,user_00302,新的空调一般般，能用但不算好。,2025-02-10 02:53:14,2025-02-10,火山小视频,299,21,50
comment_002122,user_00878,认识了新朋友很喜欢，很有意义。,2025-02-10 03:14:35,2025-02-10,小咖秀,869,315,209
comment_001909,user_00255,这个这个策略很惊艳，很有创意。,2025-02-10 04:03:20,2025-02-10,小红书,495,3,119
comment_002076,user_00548,新的充电宝很糟糕，性价比很低。,2025-02-10 06:33:38,2025-02-10,火山小视频,28,12,4
comment_004953,user_00435,这个机构一般般，表现平平。,2025-02-10 08:14:48,2025-02-10,秒拍,12,6,1
comment_000300,user_00568,这个这个假设很棒，很有创意。,2025-02-10 08:17:16,2025-02-10,映客,677,138,9
comment_003368,user_00423,今天的蛋糕很好，推荐大家尝试。,2025-02-10 08:17:27,2025-02-10,火山小视频,460,218,12
comment_003273,user_00107,这个公司很失望，表现很差！,2025-02-10 10:13:29,2025-02-10,芒果TV,23,9,5
comment_000398,user_00624,这个开发工具一般化，能用但有缺陷。,2025-02-10 11:38:53,2025-02-10,快手,192,10,45
comment_000173,user_00544,今天看了电影，很棒。,2025-02-10 15:33:21,2025-02-10,西瓜视频,335,57,9
comment_002484,user_00326,索尼的服务一般，中规中矩。,2025-02-10 16:37:39,2025-02-10,今日头条,308,98,9
comment_004528,user_00179,咨询服务很失望，一星差评！,2025-02-10 19:30:30,2025-02-10,今日头条,3,1,1
comment_001398,user_00166,这个产品真的很差，很糟糕！,2025-02-10 22:54:47,2025-02-10,秒拍,56,7,5
comment_003259,user_00976,这个小程序很给力，体验很好。,2025-02-10 23:02:00,2025-02-10,腾讯视频,417,154,40
comment_002018,user_00072,新的烤箱很无聊，性价比很低。,2025-02-11 01:18:05,2025-02-11,微博,97,34,23
comment_000853,user_00601,这个应用太差劲了，体验很差。,2025-02-11 05:00:38,2025-02-11,小咖秀,16,8,4
comment_002423,user_00658,这部电视剧很喜欢，看得很开心。,2025-02-11 07:00:50,2025-02-11,今日头条,354,9,102
comment_000240,user_00040,这个爵士很精彩，单曲循环了。,2025-02-11 08:33:41,2025-02-11,今日头条,940,282,100
comment_002421,user_00690,安装服务一般，基本满足需求。,2025-02-11 09:41:11,2025-02-11,芒果TV,84,38,28
comment_002530,user_00422,生日礼物很喜欢，收到很开心。,2025-02-11 10:57:39,2025-02-11,美拍,818,356,125
comment_005511,user_00455,这个竞技游戏平淡，玩了但没上瘾。,2025-02-11 11:15:04,2025-02-11,快手,16,2,3
comment_003013,user_00035,这个产品真的很棒，很出色！,2025-02-11 13:21:41,2025-02-11,腾讯视频,475,159,53
comment_001858,user_00535,客服服务很开心，五星好评！,2025-02-11 15:02:38,2025-02-11,爱奇艺,952,63,267
comment_001689,user_00139,这个小组很完美，表现出色！,2025-02-11 15:02:57,2025-02-11,映客,402,129,95
comment_005286,user_00377,这个这个方法很糟，很糟糕。,2025-02-11 15:40:55,2025-02-11,映客,25,8,1
comment_005695,user_00066,找到了工作了，没什么特别的感觉。,2025-02-11 18:34:03,2025-02-11,微博,470,36,98
comment_005435,user_00368,这个声明普通，没什么特别的。,2025-02-11 22:51:49,2025-02-11,火山小视频,408,113,121
comment_001877,user_00928,这个游戏很给力，玩得很尽兴。,2025-02-12 01:08:49,2025-02-12,微信,420,3,43
comment_005642,user_00958,这本参考书很糟糕，不值得读。,2025-02-12 01:23:41,2025-02-12,腾讯视频,85,1,25
comment_004503,user_00868,这本诗词没什么特别，可读可不读。,2025-02-12 03:08:28,2025-02-12,优酷,88,4,27
comment_002950,user_00181,拿到了奖金很糟糕，浪费时间。,2025-02-12 04:13:53,2025-02-12,今日头条,53,15,6
comment_003172,user_00333,这个这个意见普通，没什么感觉。,2025-02-12 04:17:37,2025-02-12,映客,244,7,69
comment_004196,user_00017,完成了任务很糟，浪费时间。,2025-02-12 06:35:19,2025-02-12,秒拍,72,29,5
comment_000463,user_00796,这个系统很差，体验很差。,2025-02-12 07:03:50,2025-02-12,快手,94,46,15
comment_003951,user_00656,终于去了新地方了，很惊艳！,2025-02-12 09:56:33,2025-02-12,小红书,659,155,187
comment_003213,user_00542,京东的服务很开心，很满意。,2025-02-12 10:09:05,2025-02-12,微信,235,79,6
comment_002559,user_00212,今天天气没什么特别，不影响计划。,2025-02-12 10:19:22,2025-02-12,豆瓣,255,15,81
comment_005328,user_00275,这个健身房很糟糕，下次不会来了。,2025-02-12 10:30:50,2025-02-12,秒拍,90,13,7
comment_003438,user_00729,充值服务太差劲了，一星差评！,2025-02-12 10:53:18,2025-02-12,微信,33,7,6
comment_001555,user_00003,这个演唱会一般，听过就忘了。,2025-02-12 14:29:22,2025-02-12,小咖秀,416,133,32
comment_001138,user_00997,今天天气太差劲了，影响了计划。,2025-02-12 15:26:50,2025-02-12,美拍,27,6,0
comment_001589,user_00373,这个这个看法平平，没什么感觉。,2025-02-12 16:01:02,2025-02-12,映客,394,160,51
comment_005830,user_00249,去了新地方了，没什么特别的感觉。,2025-02-12 19:57:17,2025-02-12,抖音,341,107,56
comment_000210,user_00987,今天去了健身房，很给力。,2025-02-12 20:48:04,2025-02-12,抖音,764,130,72
comment_004139,user_00981,这个教练太很烂了，很失望。,2025-02-12 20:52:49,2025-02-12,B站,62,6,20
comment_005908,user_00583,咨询服务很赞，五星好评！,2025-02-12 21:10:23,2025-02-12,西瓜视频,845,295,70
comment_000123,user_00074,这本艺术书很生气，不值得读。,2025-02-13 00:07:57,2025-02-13,豆瓣,10,5,2
comment_001201,user_00421,这个剧院很糟心，下次不会来了。,2025-02-13 00:14:00,2025-02-13,映客,34,9,1
comment_004639,user_00373,这个声明普通，没什么特别的。,2025-02-13 01:05:32,2025-02-13,芒果TV,367,97,64
comment_002038,user_00643,买了新车很失望，浪费时间。,2025-02-13 04:54:49,2025-02-13,微博,36,17,8
comment_002795,user_00340,微软的服务很不爽，太差劲了。,2025-02-13 04:59:25,2025-02-13,微信,57,9,12
comment_000416,user_00016,快递服务很讨厌，一星差评！,2025-02-13 06:18:05,2025-02-13,快手,81,21,5
comment_003953,user_00546,今天的奶茶一般，没什么亮点。,2025-02-13 08:13:07,2025-02-13,微信,318,21,105
comment_005786,user_00091,今天的奶茶寻常，没什么亮点。,2025-02-13 09:20:40,2025-02-13,火山小视频,359,45,33
comment_001813,user_00909,这个产品真的很差，很不爽！,2025-02-13 10:19:09,2025-02-13,腾讯视频,93,10,0
comment_003083,user_00685,这个性能平淡，可用但不常用。,2025-02-13 12:16:33,2025-02-13,爱奇艺,324,152,36
comment_001655,user_00882,这本杂志很不爽，不值得读。,2025-02-13 13:14:10,2025-02-13,小红书,77,12,12
comment_001613,user_00839,这部文艺片平平，没什么印象。,2025-02-13 13:44:04,2025-02-13,知乎,439,213,68
comment_002927,user_00176,拿到了奖金太差劲了，浪费时间。,2025-02-13 18:46:47,2025-02-13,抖音,97,42,4
comment_003884,user_00358,新的冰箱很失望，性价比很低。,2025-02-13 23:46:28,2025-02-13,抖音,78,9,1
comment_005582,user_00905,这部冒险片平淡，没什么印象。,2025-02-14 03:54:32,2025-02-14,小咖秀,61,0,17
comment_000489,user_00697,新的充电宝很棒，性价比很高。,2025-02-14 05:52:10,2025-02-14,火山小视频,524,85,94
comment_005788,user_00907,这个重量很棒，解决了我的问题。,2025-02-14 06:43:44,2025-02-14,火山小视频,828,344,106
comment_002282,user_00427,这个代表团很烦人，表现很差！,2025-02-14 07:22:11,2025-02-14,豆瓣,40,13,5
comment_002685,user_00864,这支乐队太差劲了，表现很差！,2025-02-14 07:47:12,2025-02-14,豆瓣,45,19,4
comment_001029,user_00499,红包很精彩，收到很开心。,2025-02-14 07:50:53,2025-02-14,芒果TV,251,65,4
comment_000802,user_00498,这本期刊很差，不值得读。,2025-02-14 09:01:16,2025-02-14,微博,44,12,4
comment_001683,user_00355,这个产品真的很棒，很开心！,2025-02-14 10:09:33,2025-02-14,爱奇艺,468,50,85
comment_000537,user_00872,这个产品真的很差，很生气！,2025-02-14 16:10:03,2025-02-14,火山小视频,26,0,0
comment_005113,user_00886,这个功能平淡，可用但不常用。,2025-02-14 16:33:01,2025-02-14,映客,357,113,101
comment_001382,user_00837,这个队伍中规中矩，表现平平。,2025-02-14 16:47:29,2025-02-14,快手,409,22,39
comment_000303,user_00361,今天的汉堡普通，没什么亮点。,2025-02-14 18:08:49,2025-02-14,百度贴吧,187,84,31
comment_005566,user_00321,这本诗词很不爽，不值得读。,2025-02-14 18:26:24,2025-02-14,优酷,72,9,12
comment_000987,user_00594,这个产品真的很棒，很好！,2025-02-14 22:21:00,2025-02-14,火山小视频,789,87,173
comment_002532,user_00406,这个性价比很好，解决了我的问题。,2025-02-14 22:44:24,2025-02-14,快手,946,437,58
comment_003954,user_00460,这张专辑很给力，单曲循环了。,2025-02-14 22:58:49,2025-02-14,微信,779,296,143
comment_002830,user_00264,这个组织很完美，表现出色！,2025-02-14 23:06:50,2025-02-14,秒拍,60,4,4
comment_003390,user_00106,这部悬疑片太差劲了，看得很无聊。,2025-02-15 00:57:15,2025-02-15,西瓜视频,25,7,6
comment_002523,user_00149,今天逛了商场，很惊艳。,2025-02-15 02:37:56,2025-02-15,今日头条,419,26,139
comment_002531,user_00858,这部电视剧很开心，看得很开心。,2025-02-15 04:23:17,2025-02-15,抖音,694,220,42
comment_002272,user_00042,礼品很讨厌，收到很不开心。,2025-02-15 06:13:10,2025-02-15,优酷,22,2,1
comment_000476,user_00976,今天的海鲜很赞，推荐大家尝试。,2025-02-15 07:29:17,2025-02-15,抖音,883,88,12
comment_000247,user_00355,这个办公软件很失望，体验很差。,2025-02-15 08:38:20,2025-02-15,西瓜视频,52,5,17
comment_000361,user_00909,这个策略游戏一般般，玩了但没上瘾。,2025-02-15 09:27:41,2025-02-15,B站,93,24,3
comment_001434,user_00483,礼物很失望，收到很不开心。,2025-02-15 11:56:04,2025-02-15,豆瓣,77,18,20
comment_004097,user_00415,这个这个提议很失望，很糟糕。,2025-02-15 12:07:04,2025-02-15,抖音,25,9,0
comment_000282,user_00839,这个EP很开心，单曲循环了。,2025-02-15 12:37:25,2025-02-15,优酷,994,65,118
comment_002242,user_00453,这个兼容性很糟糕，没解决我的问题。,2025-02-15 13:11:59,2025-02-15,芒果TV,44,19,6
comment_002051,user_00529,这个俱乐部一般化，表现平平。,2025-02-15 13:25:02,2025-02-15,秒拍,496,165,98
comment_004071,user_00742,这部电视剧没什么特别，没什么印象。,2025-02-15 18:47:15,2025-02-15,微信,101,13,7
comment_001477,user_00028,这个音乐厅很糟糕，下次不会来了。,2025-02-15 22:29:26,2025-02-15,小咖秀,9,3,3
comment_003538,user_00722,这个民谣中规中矩，听过就忘了。,2025-02-16 01:47:59,2025-02-16,优酷,234,15,54
comment_003942,user_00367,这本历史书很好，值得一读。,2025-02-16 02:41:22,2025-02-16,腾讯视频,379,64,38
comment_004955,user_00631,这个这个提议很精彩，很有创意。,2025-02-16 04:15:45,2025-02-16,微信,420,160,27
comment_000434,user_00334,这个产品真的很差，很生气！,2025-02-16 06:10:15,2025-02-16,爱奇艺,85,13,0
comment_001275,user_00158,这部青春片普通，没什么印象。,2025-02-16 06:34:12,2025-02-16,腾讯视频,156,72,51
comment_004371,user_00137,终于通过了考试了，很惊艳！,2025-02-16 07:24:41,2025-02-16,西瓜视频,580,132,29
comment_004708,user_00551,这个工具寻常，能用但有缺陷。,2025-02-16 07:37:30,2025-02-16,腾讯视频,254,76,47
comment_003582,user_00309,这个商场很精彩，下次还要来。,2025-02-16 09:34:32,2025-02-16,美拍,323,79,6
comment_004762,user_00587,新的空调很失望，性价比很低。,2025-02-16 09:45:08,2025-02-16,百度贴吧,100,28,2
comment_005454,user_00352,这个休闲游戏很满意，玩得很尽兴。,2025-02-16 11:03:07,2025-02-16,优酷,163,15,20
comment_005712,user_00838,这个小游戏普通，玩了但没上瘾。,2025-02-16 11:04:32,2025-02-16,映客,202,83,50
comment_003024,user_00319,这部历史片很糟糕，看得很无聊。,2025-02-16 12:32:36,2025-02-16,快手,52,15,2
